,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000053,MOVIMIENTO POLITICO CAMBIEMOS X HCO,,100.000,11,11,93,00000053.jpg,4.270,4.038,10/10/2022,10:52 h,  55.0000,091102
1,00000054,MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO,,100.000,11,11,"1,045",00000054.jpg,47.980,45.376,10/10/2022,10:52 h,  55.0000,091102
2,00000057,MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO,,100.000,11,11,549,00000057.jpg,25.207,23.838,10/10/2022,10:52 h,  55.0000,091102
3,00000056,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,,100.000,11,11,2,00000056.jpg,0.092,0.087,10/10/2022,10:52 h,  55.0000,091102
4,00000005,JUNTOS POR EL PERU,,100.000,11,11,9,00000005.jpg,0.413,0.391,10/10/2022,10:52 h,  55.0000,091102
5,00000001,ACCION POPULAR,,100.000,11,11,11,00000001.jpg,0.505,0.478,10/10/2022,10:52 h,  55.0000,091102
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,11,11,216,00000004.jpg,9.917,9.379,10/10/2022,10:52 h,  55.0000,091102
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,11,11,57,00000007.jpg,2.617,2.475,10/10/2022,10:52 h,  55.0000,091102
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,11,11,158,00000008.jpg,7.254,6.861,10/10/2022,10:52 h,  55.0000,091102
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,11,11,38,00000002.jpg,1.745,1.650,10/10/2022,10:52 h,  55.0000,091102
