,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,67,67,364,00000007.jpg,2.520,2.363,12/10/2022,12:30 h, 100.0000,021901,961
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,67,67,496,00000008.jpg,3.434,3.220,12/10/2022,12:30 h, 100.0000,021901,961
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,67,67,537,00000004.jpg,3.718,3.486,12/10/2022,12:30 h, 100.0000,021901,961
5,00000006,FUERZA POPULAR,,100.000,67,67,685,00000006.jpg,4.743,4.447,12/10/2022,12:30 h, 100.0000,021901,961
2,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,67,67,778,00000018.jpg,5.387,5.051,12/10/2022,12:30 h, 100.0000,021901,961
4,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,67,67,1156,00000011.jpg,8.004,7.505,12/10/2022,12:30 h, 100.0000,021901,961
6,00000001,ACCION POPULAR,,100.000,67,67,1722,00000001.jpg,11.923,11.179,12/10/2022,12:30 h, 100.0000,021901,961
3,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,67,67,2231,00000021.jpg,15.447,14.483,12/10/2022,12:30 h, 100.0000,021901,961
1,00000019,SOCIOS POR ANCASH,,100.000,67,67,2685,00000019.jpg,18.590,17.431,12/10/2022,12:30 h, 100.0000,021901,961
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,67,67,3789,00000020.jpg,26.234,24.598,12/10/2022,12:30 h, 100.0000,021901,961
