,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,4,4,299,00000028.jpg,58.513,37.563,10/10/2022,16:51 h, 100.0000,040202
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,4,4,1,00000026.jpg,0.196,0.126,10/10/2022,16:51 h, 100.0000,040202
2,00000029,FUERZA AREQUIPEÑA,,100.000,4,4,99,00000029.jpg,19.374,12.437,10/10/2022,16:51 h, 100.0000,040202
3,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,4,4,15,00000032.jpg,2.935,1.884,10/10/2022,16:51 h, 100.0000,040202
4,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,4,4,13,00000027.jpg,2.544,1.633,10/10/2022,16:51 h, 100.0000,040202
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,4,4,25,00000031.jpg,4.892,3.141,10/10/2022,16:51 h, 100.0000,040202
6,00000005,JUNTOS POR EL PERU,,100.000,4,4,18,00000005.jpg,3.523,2.261,10/10/2022,16:51 h, 100.0000,040202
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,4,4,14,00000004.jpg,2.740,1.759,10/10/2022,16:51 h, 100.0000,040202
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,4,4,1,00000007.jpg,0.196,0.126,10/10/2022,16:51 h, 100.0000,040202
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,4,4,12,00000008.jpg,2.348,1.508,10/10/2022,16:51 h, 100.0000,040202
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,4,4,14,00000002.jpg,2.740,1.759,10/10/2022,16:51 h, 100.0000,040202
