,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000064,CORAZON PATRIOTA,,100.000,6,6,13,00000064.jpg,1.285,1.109,06/10/2022,17:50 h, 100.0000,110125
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,6,6,9,00000063.jpg,0.889,0.768,06/10/2022,17:50 h, 100.0000,110125
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,6,6,291,00000061.jpg,28.755,24.829,06/10/2022,17:50 h, 100.0000,110125
3,00000062,JUNIN RENACE,,100.000,6,6,148,00000062.jpg,14.625,12.628,06/10/2022,17:50 h, 100.0000,110125
4,00000065,MOVIMIENTO REGIONAL BLOQUE POPULAR JUNIN,,100.000,6,6,6,00000065.jpg,0.593,0.512,06/10/2022,17:50 h, 100.0000,110125
5,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,6,6,111,00000060.jpg,10.968,9.471,06/10/2022,17:50 h, 100.0000,110125
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,6,6,2,00000011.jpg,0.198,0.171,06/10/2022,17:50 h, 100.0000,110125
7,00000005,JUNTOS POR EL PERU,,100.000,6,6,3,00000005.jpg,0.296,0.256,06/10/2022,17:50 h, 100.0000,110125
8,00000001,ACCION POPULAR,,100.000,6,6,16,00000001.jpg,1.581,1.365,06/10/2022,17:50 h, 100.0000,110125
9,00000003,RENOVACION POPULAR,,100.000,6,6,94,00000003.jpg,9.289,8.020,06/10/2022,17:50 h, 100.0000,110125
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,6,6,8,00000004.jpg,0.791,0.683,06/10/2022,17:50 h, 100.0000,110125
11,00000010,PARTIDO MORADO,,100.000,6,6,5,00000010.jpg,0.494,0.427,06/10/2022,17:50 h, 100.0000,110125
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,6,6,306,00000008.jpg,30.237,26.109,06/10/2022,17:50 h, 100.0000,110125
