,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000003,RENOVACION POPULAR,,100.000,92,92,16,00000003.jpg,0.092,0.077,12/10/2022,13:00 h,  92.9293,190105,3512
6,00000006,FUERZA POPULAR,,100.000,92,92,74,00000006.jpg,0.426,0.354,12/10/2022,13:00 h,  92.9293,190105,3512
0,00000099,PIURA RENACE,,100.000,92,92,105,00000099.jpg,0.604,0.503,12/10/2022,13:00 h,  92.9293,190105,3512
5,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,92,92,127,00000011.jpg,0.731,0.608,12/10/2022,13:00 h,  92.9293,190105,3512
9,00000004,ALIANZA PARA EL PROGRESO,,100.000,92,92,148,00000004.jpg,0.852,0.709,12/10/2022,13:00 h,  92.9293,190105,3512
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,92,92,253,00000095.jpg,1.457,1.212,12/10/2022,13:00 h,  92.9293,190105,3512
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,92,92,878,00000002.jpg,5.055,4.205,12/10/2022,13:00 h,  92.9293,190105,3512
7,00000009,PODEMOS PERU,,100.000,92,92,1014,00000009.jpg,5.838,4.856,12/10/2022,13:00 h,  92.9293,190105,3512
4,00000096,CONTIGO REGION,,100.000,92,92,4579,00000096.jpg,26.362,21.928,12/10/2022,13:00 h,  92.9293,190105,3512
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,92,92,4623,00000098.jpg,26.615,22.139,12/10/2022,13:00 h,  92.9293,190105,3512
3,00000097,REGION PARA TODOS,,100.000,92,92,5553,00000097.jpg,31.969,26.592,12/10/2022,13:00 h,  92.9293,190105,3512
