,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
6,00000009,PODEMOS PERU,,100.000,56,56,75,00000009.jpg,0.753,0.628,12/10/2022,13:00 h,  98.2456,110707,1980
5,00000006,FUERZA POPULAR,,100.000,56,56,114,00000006.jpg,1.145,0.955,12/10/2022,13:00 h,  98.2456,110707,1980
0,00000064,CORAZON PATRIOTA,,100.000,56,56,196,00000064.jpg,1.968,1.642,12/10/2022,13:00 h,  98.2456,110707,1980
3,00000062,JUNIN RENACE,,100.000,56,56,308,00000062.jpg,3.093,2.580,12/10/2022,13:00 h,  98.2456,110707,1980
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,56,56,444,00000002.jpg,4.459,3.719,12/10/2022,13:00 h,  98.2456,110707,1980
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,56,56,1440,00000004.jpg,14.461,12.062,12/10/2022,13:00 h,  98.2456,110707,1980
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,56,56,1494,00000008.jpg,15.003,12.515,12/10/2022,13:00 h,  98.2456,110707,1980
1,00000063,JUNIN SOSTENIBLE CON SU GENTE,,100.000,56,56,1498,00000063.jpg,15.043,12.548,12/10/2022,13:00 h,  98.2456,110707,1980
2,00000061,MOVIMIENTO REGIONAL SIERRA Y SELVA CONTIGO JUNIN,,100.000,56,56,2053,00000061.jpg,20.617,17.197,12/10/2022,13:00 h,  98.2456,110707,1980
4,00000060,CAMINEMOS JUNTOS POR JUNIN,,100.000,56,56,2336,00000060.jpg,23.459,19.568,12/10/2022,13:00 h,  98.2456,110707,1980
