,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
4,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,455,455,731,00000011.jpg,0.803,0.699,12/10/2022,13:00 h,  99.7807,120111,13563
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,455,455,735,00000008.jpg,0.808,0.703,12/10/2022,13:00 h,  99.7807,120111,13563
2,00000067,SUMATE,,100.000,455,455,1223,00000067.jpg,1.344,1.169,12/10/2022,13:00 h,  99.7807,120111,13563
5,00000006,FUERZA POPULAR,,100.000,455,455,1447,00000006.jpg,1.590,1.384,12/10/2022,13:00 h,  99.7807,120111,13563
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,455,455,1965,00000007.jpg,2.159,1.879,12/10/2022,13:00 h,  99.7807,120111,13563
0,00000068,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.000,455,455,3290,00000068.jpg,3.615,3.146,12/10/2022,13:00 h,  99.7807,120111,13563
6,00000003,RENOVACION POPULAR,,100.000,455,455,4343,00000003.jpg,4.772,4.153,12/10/2022,13:00 h,  99.7807,120111,13563
3,00000066,NUEVA LIBERTAD,,100.000,455,455,7484,00000066.jpg,8.223,7.156,12/10/2022,13:00 h,  99.7807,120111,13563
1,00000069,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.000,455,455,20678,00000069.jpg,22.719,19.772,12/10/2022,13:00 h,  99.7807,120111,13563
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,455,455,23349,00000004.jpg,25.653,22.326,12/10/2022,13:00 h,  99.7807,120111,13563
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,455,455,25772,00000002.jpg,28.316,24.643,12/10/2022,13:00 h,  99.7807,120111,13563
