,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
4,00000005,JUNTOS POR EL PERU,,100.000,55,55,9,00000005.jpg,0.089,0.077,12/10/2022,16:00 h, 100.0000,090103,1661
6,00000003,RENOVACION POPULAR,,100.000,55,55,11,00000003.jpg,0.109,0.094,12/10/2022,16:00 h, 100.0000,090103,1661
5,00000006,FUERZA POPULAR,,100.000,55,55,36,00000006.jpg,0.357,0.307,12/10/2022,16:00 h, 100.0000,090103,1661
1,00000054,MOVIMIENTO INDEPENDIENTE REGIONAL MI BUEN VECINO,,100.000,55,55,117,00000054.jpg,1.162,0.997,12/10/2022,16:00 h, 100.0000,090103,1661
0,00000053,MOVIMIENTO POLITICO CAMBIEMOS X HCO,,100.000,55,55,143,00000053.jpg,1.420,1.219,12/10/2022,16:00 h, 100.0000,090103,1661
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,55,55,317,00000004.jpg,3.148,2.702,12/10/2022,16:00 h, 100.0000,090103,1661
2,00000057,MOVIMIENTO INDEPENDIENTE REGIONAL HUANUCO PRIMERO,,100.000,55,55,2034,00000057.jpg,20.197,17.337,12/10/2022,16:00 h, 100.0000,090103,1661
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,55,55,2109,00000008.jpg,20.941,17.976,12/10/2022,16:00 h, 100.0000,090103,1661
3,00000056,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,,100.000,55,55,2332,00000056.jpg,23.156,19.877,12/10/2022,16:00 h, 100.0000,090103,1661
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,55,55,2963,00000007.jpg,29.421,25.256,12/10/2022,16:00 h, 100.0000,090103,1661
