,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
3,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,65,65,78,00000011.jpg,0.631,0.553,12/10/2022,16:00 h, 100.0000,140902,1748
12,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,65,65,110,00000008.jpg,0.890,0.779,12/10/2022,16:00 h, 100.0000,140902,1748
4,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,65,65,115,00000141.jpg,0.930,0.815,12/10/2022,16:00 h, 100.0000,140902,1748
11,00000010,PARTIDO MORADO,,100.000,65,65,180,00000010.jpg,1.456,1.276,12/10/2022,16:00 h, 100.0000,140902,1748
7,00000001,ACCION POPULAR,,100.000,65,65,235,00000001.jpg,1.901,1.665,12/10/2022,16:00 h, 100.0000,140902,1748
13,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,65,65,655,00000002.jpg,5.298,4.641,12/10/2022,16:00 h, 100.0000,140902,1748
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,65,65,724,00000004.jpg,5.856,5.130,12/10/2022,16:00 h, 100.0000,140902,1748
9,00000003,RENOVACION POPULAR,,100.000,65,65,990,00000003.jpg,8.007,7.015,12/10/2022,16:00 h, 100.0000,140902,1748
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,65,65,1114,00000073.jpg,9.010,7.894,12/10/2022,16:00 h, 100.0000,140902,1748
6,00000006,FUERZA POPULAR,,100.000,65,65,1167,00000006.jpg,9.439,8.270,12/10/2022,16:00 h, 100.0000,140902,1748
5,00000005,JUNTOS POR EL PERU,,100.000,65,65,1330,00000005.jpg,10.757,9.425,12/10/2022,16:00 h, 100.0000,140902,1748
0,00000072,PATRIA JOVEN,,100.000,65,65,1606,00000072.jpg,12.989,11.380,12/10/2022,16:00 h, 100.0000,140902,1748
8,00000009,PODEMOS PERU,,100.000,65,65,1985,00000009.jpg,16.055,14.066,12/10/2022,16:00 h, 100.0000,140902,1748
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,65,65,2075,00000074.jpg,16.783,14.704,12/10/2022,16:00 h, 100.0000,140902,1748
