,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,33,33,47,00000008.jpg,0.607,0.562,12/10/2022,13:00 h, 100.0000,190504,616
0,00000099,PIURA RENACE,,100.000,33,33,65,00000099.jpg,0.839,0.777,12/10/2022,13:00 h, 100.0000,190504,616
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,33,33,78,00000002.jpg,1.007,0.933,12/10/2022,13:00 h, 100.0000,190504,616
3,00000097,REGION PARA TODOS,,100.000,33,33,193,00000097.jpg,2.492,2.308,12/10/2022,13:00 h, 100.0000,190504,616
4,00000096,CONTIGO REGION,,100.000,33,33,258,00000096.jpg,3.331,3.085,12/10/2022,13:00 h, 100.0000,190504,616
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,33,33,635,00000098.jpg,8.198,7.594,12/10/2022,13:00 h, 100.0000,190504,616
6,00000001,ACCION POPULAR,,100.000,33,33,994,00000001.jpg,12.832,11.887,12/10/2022,13:00 h, 100.0000,190504,616
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,33,33,1125,00000004.jpg,14.524,13.454,12/10/2022,13:00 h, 100.0000,190504,616
5,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,33,33,1973,00000011.jpg,25.471,23.595,12/10/2022,13:00 h, 100.0000,190504,616
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,33,33,2378,00000095.jpg,30.700,28.438,12/10/2022,13:00 h, 100.0000,190504,616
