,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000003,RENOVACION POPULAR,,100.000,247,247,317,00000003.jpg,0.637,0.562,12/10/2022,13:00 h,  98.8000,190701,6651
7,00000001,ACCION POPULAR,,100.000,247,247,557,00000001.jpg,1.119,0.987,12/10/2022,13:00 h,  98.8000,190701,6651
6,00000006,FUERZA POPULAR,,100.000,247,247,691,00000006.jpg,1.388,1.224,12/10/2022,13:00 h,  98.8000,190701,6651
11,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,247,247,1179,00000008.jpg,2.368,2.089,12/10/2022,13:00 h,  98.8000,190701,6651
8,00000009,PODEMOS PERU,,100.000,247,247,1265,00000009.jpg,2.541,2.241,12/10/2022,13:00 h,  98.8000,190701,6651
12,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,247,247,1692,00000002.jpg,3.398,2.998,12/10/2022,13:00 h,  98.8000,190701,6651
0,00000099,PIURA RENACE,,100.000,247,247,1828,00000099.jpg,3.671,3.239,12/10/2022,13:00 h,  98.8000,190701,6651
5,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,247,247,1988,00000011.jpg,3.993,3.522,12/10/2022,13:00 h,  98.8000,190701,6651
3,00000097,REGION PARA TODOS,,100.000,247,247,2762,00000097.jpg,5.547,4.893,12/10/2022,13:00 h,  98.8000,190701,6651
10,00000004,ALIANZA PARA EL PROGRESO,,100.000,247,247,6054,00000004.jpg,12.159,10.726,12/10/2022,13:00 h,  98.8000,190701,6651
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,247,247,6466,00000095.jpg,12.986,11.456,12/10/2022,13:00 h,  98.8000,190701,6651
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,247,247,10627,00000098.jpg,21.343,18.828,12/10/2022,13:00 h,  98.8000,190701,6651
4,00000096,CONTIGO REGION,,100.000,247,247,14366,00000096.jpg,28.852,25.452,12/10/2022,13:00 h,  98.8000,190701,6651
