,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000009,PODEMOS PERU,,100.000,15,15,3,00000009.jpg,0.095,0.081,12/10/2022,13:00 h, 100.0000,200108,542
7,00000001,ACCION POPULAR,,100.000,15,15,12,00000001.jpg,0.380,0.324,12/10/2022,13:00 h, 100.0000,200108,542
6,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,15,15,22,00000011.jpg,0.697,0.595,12/10/2022,13:00 h, 100.0000,200108,542
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,15,15,24,00000008.jpg,0.760,0.649,12/10/2022,13:00 h, 100.0000,200108,542
4,00000103,MORAL Y DESARROLLO,,100.000,15,15,54,00000103.jpg,1.710,1.460,12/10/2022,13:00 h, 100.0000,200108,542
0,00000101,PODER ANDINO,,100.000,15,15,143,00000101.jpg,4.530,3.866,12/10/2022,13:00 h, 100.0000,200108,542
1,00000100,FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO,,100.000,15,15,277,00000100.jpg,8.774,7.489,12/10/2022,13:00 h, 100.0000,200108,542
3,00000102,MOVIMIENTO DE INTEGRACION Y REVOLUCION ANDINA,,100.000,15,15,555,00000102.jpg,17.580,15.004,12/10/2022,13:00 h, 100.0000,200108,542
5,00000109,POR LAS COMUNIDADES FUENTE DE INTEGRACION ANDINA DE PUNO - CONFIA - PUNO,,100.000,15,15,765,00000109.jpg,24.232,20.681,12/10/2022,13:00 h, 100.0000,200108,542
2,00000105,REFORMA Y HONRADEZ POR MAS OBRAS,,100.000,15,15,1302,00000105.jpg,41.242,35.199,12/10/2022,13:00 h, 100.0000,200108,542
