,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,10,10,10,00000008.jpg,0.483,0.418,12/10/2022,13:00 h, 100.0000,201203,323
0,00000108,MOVIMIENTO ACCION REGIONAL,,100.000,10,10,12,00000108.jpg,0.579,0.501,12/10/2022,13:00 h, 100.0000,201203,323
8,00000009,PODEMOS PERU,,100.000,10,10,14,00000009.jpg,0.676,0.585,12/10/2022,13:00 h, 100.0000,201203,323
4,00000102,MOVIMIENTO DE INTEGRACION Y REVOLUCION ANDINA,,100.000,10,10,28,00000102.jpg,1.351,1.169,12/10/2022,13:00 h, 100.0000,201203,323
5,00000103,MORAL Y DESARROLLO,,100.000,10,10,57,00000103.jpg,2.751,2.380,12/10/2022,13:00 h, 100.0000,201203,323
7,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,10,10,68,00000011.jpg,3.282,2.839,12/10/2022,13:00 h, 100.0000,201203,323
2,00000100,FRENTE AMPLIO PARA EL DESARROLLO DEL PUEBLO,,100.000,10,10,240,00000100.jpg,11.583,10.021,12/10/2022,13:00 h, 100.0000,201203,323
1,00000107,GESTIONANDO OBRAS Y OPORTUNIDADES CON LIDERAZGO,,100.000,10,10,453,00000107.jpg,21.863,18.914,12/10/2022,13:00 h, 100.0000,201203,323
6,00000104,SOMOS PUEBLO,,100.000,10,10,518,00000104.jpg,25.000,21.628,12/10/2022,13:00 h, 100.0000,201203,323
3,00000105,REFORMA Y HONRADEZ POR MAS OBRAS,,100.000,10,10,672,00000105.jpg,32.432,28.058,12/10/2022,13:00 h, 100.0000,201203,323
