,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
4,00000006,FUERZA POPULAR,,100.000,19,19,37,00000006.jpg,1.118,0.907,12/10/2022,16:00 h, 100.0000,250106,771
5,00000001,ACCION POPULAR,,100.000,19,19,73,00000001.jpg,2.205,1.789,12/10/2022,16:00 h, 100.0000,250106,771
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,19,19,93,00000008.jpg,2.810,2.279,12/10/2022,16:00 h, 100.0000,250106,771
3,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,19,19,273,00000011.jpg,8.248,6.690,12/10/2022,16:00 h, 100.0000,250106,771
2,00000130,TODOS SOMOS UCAYALI,,100.000,19,19,304,00000130.jpg,9.184,7.449,12/10/2022,16:00 h, 100.0000,250106,771
6,00000009,PODEMOS PERU,,100.000,19,19,316,00000009.jpg,9.547,7.743,12/10/2022,16:00 h, 100.0000,250106,771
1,00000129,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,,100.000,19,19,345,00000129.jpg,10.423,8.454,12/10/2022,16:00 h, 100.0000,250106,771
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,19,19,464,00000002.jpg,14.018,11.370,12/10/2022,16:00 h, 100.0000,250106,771
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,19,19,492,00000007.jpg,14.864,12.056,12/10/2022,16:00 h, 100.0000,250106,771
0,00000131,UCAYALI REGION CON FUTURO,,100.000,19,19,913,00000131.jpg,27.583,22.372,12/10/2022,16:00 h, 100.0000,250106,771
