,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
6,00000001,ACCION POPULAR,,100.000,22,22,4,00000001.jpg,0.098,0.089,12/10/2022,13:00 h, 100.0000,190407,390
5,00000006,FUERZA POPULAR,,100.000,22,22,7,00000006.jpg,0.171,0.156,12/10/2022,13:00 h, 100.0000,190407,390
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,22,22,10,00000008.jpg,0.244,0.223,12/10/2022,13:00 h, 100.0000,190407,390
0,00000099,PIURA RENACE,,100.000,22,22,11,00000099.jpg,0.268,0.245,12/10/2022,13:00 h, 100.0000,190407,390
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,22,22,18,00000002.jpg,0.439,0.401,12/10/2022,13:00 h, 100.0000,190407,390
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,22,22,61,00000004.jpg,1.488,1.359,12/10/2022,13:00 h, 100.0000,190407,390
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,22,22,89,00000095.jpg,2.171,1.982,12/10/2022,13:00 h, 100.0000,190407,390
4,00000096,CONTIGO REGION,,100.000,22,22,753,00000096.jpg,18.366,16.771,12/10/2022,13:00 h, 100.0000,190407,390
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,22,22,1434,00000098.jpg,34.976,31.938,12/10/2022,13:00 h, 100.0000,190407,390
3,00000097,REGION PARA TODOS,,100.000,22,22,1713,00000097.jpg,41.780,38.151,12/10/2022,13:00 h, 100.0000,190407,390
