,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,260,260,578,00000011.jpg,1.091,0.923,12/10/2022,16:00 h,  98.4848,040102,9595
10,00000006,FUERZA POPULAR,,100.000,260,260,650,00000006.jpg,1.226,1.038,12/10/2022,16:00 h,  98.4848,040102,9595
13,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,260,260,693,00000002.jpg,1.308,1.107,12/10/2022,16:00 h,  98.4848,040102,9595
9,00000005,JUNTOS POR EL PERU,,100.000,260,260,816,00000005.jpg,1.540,1.304,12/10/2022,16:00 h,  98.4848,040102,9595
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,260,260,1329,00000026.jpg,2.507,2.123,12/10/2022,16:00 h,  98.4848,040102,9595
2,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,260,260,1434,00000030.jpg,2.706,2.291,12/10/2022,16:00 h,  98.4848,040102,9595
11,00000004,ALIANZA PARA EL PROGRESO,,100.000,260,260,1780,00000004.jpg,3.358,2.844,12/10/2022,16:00 h,  98.4848,040102,9595
12,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,260,260,2798,00000007.jpg,5.279,4.470,12/10/2022,16:00 h,  98.4848,040102,9595
0,00000028,YO AREQUIPA,,100.000,260,260,3165,00000028.jpg,5.972,5.056,12/10/2022,16:00 h,  98.4848,040102,9595
7,00000033,AREQUIPA TRANSFORMACION,,100.000,260,260,4728,00000033.jpg,8.921,7.553,12/10/2022,16:00 h,  98.4848,040102,9595
6,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,260,260,4801,00000031.jpg,9.058,7.670,12/10/2022,16:00 h,  98.4848,040102,9595
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,260,260,8792,00000032.jpg,16.588,14.046,12/10/2022,16:00 h,  98.4848,040102,9595
3,00000029,FUERZA AREQUIPEÑA,,100.000,260,260,9577,00000029.jpg,18.069,15.300,12/10/2022,16:00 h,  98.4848,040102,9595
5,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,260,260,11860,00000027.jpg,22.377,18.947,12/10/2022,16:00 h,  98.4848,040102,9595
