,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
8,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,145,145,121,00000141.jpg,0.404,0.351,12/10/2022,16:00 h,  99.3151,240104,4559
1,00000044,SI SE PUEDE CALLAO,,100.000,145,145,259,00000044.jpg,0.865,0.751,12/10/2022,16:00 h,  99.3151,240104,4559
14,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,145,145,319,00000007.jpg,1.065,0.925,12/10/2022,16:00 h,  99.3151,240104,4559
2,00000045,POR TI CALLAO,,100.000,145,145,379,00000045.jpg,1.266,1.098,12/10/2022,16:00 h,  99.3151,240104,4559
3,00000046,MOVIMIENTO REGIONAL SOMOS CALLAO,,100.000,145,145,458,00000046.jpg,1.529,1.327,12/10/2022,16:00 h,  99.3151,240104,4559
10,00000006,FUERZA POPULAR,,100.000,145,145,707,00000006.jpg,2.361,2.049,12/10/2022,16:00 h,  99.3151,240104,4559
9,00000005,JUNTOS POR EL PERU,,100.000,145,145,757,00000005.jpg,2.528,2.194,12/10/2022,16:00 h,  99.3151,240104,4559
5,00000042,MOVIMIENTO REGIONAL VIVA EL CALLAO,,100.000,145,145,909,00000042.jpg,3.035,2.634,12/10/2022,16:00 h,  99.3151,240104,4559
11,00000009,PODEMOS PERU,,100.000,145,145,1051,00000009.jpg,3.510,3.046,12/10/2022,16:00 h,  99.3151,240104,4559
12,00000003,RENOVACION POPULAR,,100.000,145,145,1104,00000003.jpg,3.687,3.200,12/10/2022,16:00 h,  99.3151,240104,4559
7,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,145,145,1262,00000011.jpg,4.214,3.657,12/10/2022,16:00 h,  99.3151,240104,4559
15,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,145,145,1470,00000002.jpg,4.909,4.260,12/10/2022,16:00 h,  99.3151,240104,4559
4,00000041,FUERZA CALLAO SEGURO,,100.000,145,145,2698,00000041.jpg,9.010,7.819,12/10/2022,16:00 h,  99.3151,240104,4559
6,00000040,MOVIMIENTO REGIONAL MAS CALLAO,,100.000,145,145,3621,00000040.jpg,12.092,10.494,12/10/2022,16:00 h,  99.3151,240104,4559
13,00000004,ALIANZA PARA EL PROGRESO,,100.000,145,145,5805,00000004.jpg,19.385,16.824,12/10/2022,16:00 h,  99.3151,240104,4559
0,00000043,CONTIGO CALLAO,,100.000,145,145,9026,00000043.jpg,30.141,26.159,12/10/2022,16:00 h,  99.3151,240104,4559
