,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,4,4,52,00000028.jpg,6.797,5.902,06/10/2022,17:50 h, 100.0000,040110
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,4,4,4,00000026.jpg,0.523,0.454,06/10/2022,17:50 h, 100.0000,040110
2,00000030,AREQUIPA - UNIDOS POR EL GRAN CAMBIO,,100.000,4,4,6,00000030.jpg,0.784,0.681,06/10/2022,17:50 h, 100.0000,040110
3,00000029,FUERZA AREQUIPEÑA,,100.000,4,4,42,00000029.jpg,5.490,4.767,06/10/2022,17:50 h, 100.0000,040110
4,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,4,4,268,00000032.jpg,35.033,30.420,06/10/2022,17:50 h, 100.0000,040110
5,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,4,4,95,00000027.jpg,12.418,10.783,06/10/2022,17:50 h, 100.0000,040110
6,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,4,4,108,00000031.jpg,14.118,12.259,06/10/2022,17:50 h, 100.0000,040110
7,00000033,AREQUIPA TRANSFORMACION,,100.000,4,4,20,00000033.jpg,2.614,2.270,06/10/2022,17:50 h, 100.0000,040110
8,00000005,JUNTOS POR EL PERU,,100.000,4,4,3,00000005.jpg,0.392,0.341,06/10/2022,17:50 h, 100.0000,040110
9,00000006,FUERZA POPULAR,,100.000,4,4,3,00000006.jpg,0.392,0.341,06/10/2022,17:50 h, 100.0000,040110
10,00000001,ACCION POPULAR,,100.000,4,4,2,00000001.jpg,0.261,0.227,06/10/2022,17:50 h, 100.0000,040110
11,00000009,PODEMOS PERU,,100.000,4,4,1,00000009.jpg,0.131,0.114,06/10/2022,17:50 h, 100.0000,040110
12,00000004,ALIANZA PARA EL PROGRESO,,100.000,4,4,142,00000004.jpg,18.562,16.118,06/10/2022,17:50 h, 100.0000,040110
13,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,4,4,3,00000007.jpg,0.392,0.341,06/10/2022,17:50 h, 100.0000,040110
14,00000010,PARTIDO MORADO,,100.000,4,4,2,00000010.jpg,0.261,0.227,06/10/2022,17:50 h, 100.0000,040110
15,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,4,4,10,00000008.jpg,1.307,1.135,06/10/2022,17:50 h, 100.0000,040110
16,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,4,4,4,00000002.jpg,0.523,0.454,06/10/2022,17:50 h, 100.0000,040110
