,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
5,00000006,FUERZA POPULAR,,100.000,12,12,0,00000006.jpg,0.000,0.000,12/10/2022,13:00 h, 100.0000,190406,189
6,00000001,ACCION POPULAR,,100.000,12,12,1,00000001.jpg,0.042,0.039,12/10/2022,13:00 h, 100.0000,190406,189
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,12,12,4,00000004.jpg,0.167,0.155,12/10/2022,13:00 h, 100.0000,190406,189
0,00000099,PIURA RENACE,,100.000,12,12,7,00000099.jpg,0.292,0.271,12/10/2022,13:00 h, 100.0000,190406,189
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,12,12,32,00000008.jpg,1.335,1.237,12/10/2022,13:00 h, 100.0000,190406,189
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,12,12,39,00000095.jpg,1.627,1.508,12/10/2022,13:00 h, 100.0000,190406,189
4,00000096,CONTIGO REGION,,100.000,12,12,107,00000096.jpg,4.464,4.138,12/10/2022,13:00 h, 100.0000,190406,189
3,00000097,REGION PARA TODOS,,100.000,12,12,316,00000097.jpg,13.183,12.220,12/10/2022,13:00 h, 100.0000,190406,189
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,12,12,836,00000002.jpg,34.877,32.328,12/10/2022,13:00 h, 100.0000,190406,189
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,12,12,1055,00000098.jpg,44.013,40.797,12/10/2022,13:00 h, 100.0000,190406,189
