,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000071,MOVIMIENTO VERDE UNIDO,,100.000,40,40,300,00000071.jpg,3.928,3.349,10/10/2022,10:52 h,  93.0233,130116
1,00000070,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.000,40,40,96,00000070.jpg,1.257,1.072,10/10/2022,10:52 h,  93.0233,130116
2,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,40,40,91,00000011.jpg,1.192,1.016,10/10/2022,10:52 h,  93.0233,130116
3,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,40,40,9,00000141.jpg,0.118,0.100,10/10/2022,10:52 h,  93.0233,130116
4,00000005,JUNTOS POR EL PERU,,100.000,40,40,"1,324",00000005.jpg,17.337,14.780,10/10/2022,10:52 h,  93.0233,130116
5,00000006,FUERZA POPULAR,,100.000,40,40,185,00000006.jpg,2.422,2.065,10/10/2022,10:52 h,  93.0233,130116
6,00000001,ACCION POPULAR,,100.000,40,40,81,00000001.jpg,1.061,0.904,10/10/2022,10:52 h,  93.0233,130116
7,00000003,RENOVACION POPULAR,,100.000,40,40,23,00000003.jpg,0.301,0.257,10/10/2022,10:52 h,  93.0233,130116
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,40,40,"1,985",00000004.jpg,25.992,22.159,10/10/2022,10:52 h,  93.0233,130116
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,40,40,779,00000007.jpg,10.200,8.696,10/10/2022,10:52 h,  93.0233,130116
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,40,40,40,00000008.jpg,0.524,0.447,10/10/2022,10:52 h,  93.0233,130116
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,40,40,"2,724",00000002.jpg,35.668,30.409,10/10/2022,10:52 h,  93.0233,130116
