,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
2,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,65,65,85,00000141.jpg,0.660,0.553,12/10/2022,16:00 h,  95.5882,130118,2479
5,00000001,ACCION POPULAR,,100.000,65,65,152,00000001.jpg,1.180,0.990,12/10/2022,16:00 h,  95.5882,130118,2479
4,00000006,FUERZA POPULAR,,100.000,65,65,292,00000006.jpg,2.267,1.901,12/10/2022,16:00 h,  95.5882,130118,2479
3,00000005,JUNTOS POR EL PERU,,100.000,65,65,371,00000005.jpg,2.881,2.416,12/10/2022,16:00 h,  95.5882,130118,2479
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,65,65,1289,00000002.jpg,10.009,8.394,12/10/2022,16:00 h,  95.5882,130118,2479
0,00000070,MOVIMIENTO REGIONAL CONSTRUYENDO,,100.000,65,65,1876,00000070.jpg,14.567,12.216,12/10/2022,16:00 h,  95.5882,130118,2479
6,00000003,RENOVACION POPULAR,,100.000,65,65,1922,00000003.jpg,14.925,12.515,12/10/2022,16:00 h,  95.5882,130118,2479
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,65,65,1928,00000004.jpg,14.971,12.555,12/10/2022,16:00 h,  95.5882,130118,2479
1,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,65,65,2444,00000011.jpg,18.978,15.915,12/10/2022,16:00 h,  95.5882,130118,2479
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,65,65,2519,00000008.jpg,19.560,16.403,12/10/2022,16:00 h,  95.5882,130118,2479
