,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000028,YO AREQUIPA,,100.000,17,17,455,00000028.jpg,14.649,12.314,10/10/2022,16:51 h, 100.0000,040201
1,00000026,MOVIMIENTO REGIONAL REVALORA,,100.000,17,17,27,00000026.jpg,0.869,0.731,10/10/2022,16:51 h, 100.0000,040201
2,00000029,FUERZA AREQUIPEÑA,,100.000,17,17,681,00000029.jpg,21.925,18.430,10/10/2022,16:51 h, 100.0000,040201
3,00000032,JUNTOS POR EL DESARROLLO DE AREQUIPA,,100.000,17,17,225,00000032.jpg,7.244,6.089,10/10/2022,16:51 h, 100.0000,040201
4,00000027,MOVIMIENTO REGIONAL AREQUIPA AVANCEMOS,,100.000,17,17,175,00000027.jpg,5.634,4.736,10/10/2022,16:51 h, 100.0000,040201
5,00000031,"AREQUIPA, TRADICION Y FUTURO",,100.000,17,17,485,00000031.jpg,15.615,13.126,10/10/2022,16:51 h, 100.0000,040201
6,00000005,JUNTOS POR EL PERU,,100.000,17,17,318,00000005.jpg,10.238,8.606,10/10/2022,16:51 h, 100.0000,040201
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,17,17,61,00000004.jpg,1.964,1.651,10/10/2022,16:51 h, 100.0000,040201
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,17,17,37,00000007.jpg,1.191,1.001,10/10/2022,16:51 h, 100.0000,040201
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,17,17,93,00000008.jpg,2.994,2.517,10/10/2022,16:51 h, 100.0000,040201
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,17,17,549,00000002.jpg,17.675,14.858,10/10/2022,16:51 h, 100.0000,040201
