,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
3,00000001,ACCION POPULAR,,100.000,17,17,23,00000001.jpg,0.663,0.586,12/10/2022,13:00 h, 100.0000,140504,458
7,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,17,17,30,00000007.jpg,0.865,0.764,12/10/2022,13:00 h, 100.0000,140504,458
6,00000004,ALIANZA PARA EL PROGRESO,,100.000,17,17,81,00000004.jpg,2.334,2.062,12/10/2022,13:00 h, 100.0000,140504,458
4,00000009,PODEMOS PERU,,100.000,17,17,89,00000009.jpg,2.565,2.266,12/10/2022,13:00 h, 100.0000,140504,458
5,00000003,RENOVACION POPULAR,,100.000,17,17,223,00000003.jpg,6.427,5.677,12/10/2022,13:00 h, 100.0000,140504,458
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,17,17,325,00000073.jpg,9.366,8.274,12/10/2022,13:00 h, 100.0000,140504,458
8,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,17,17,380,00000008.jpg,10.951,9.674,12/10/2022,13:00 h, 100.0000,140504,458
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,17,17,667,00000074.jpg,19.222,16.981,12/10/2022,13:00 h, 100.0000,140504,458
0,00000072,PATRIA JOVEN,,100.000,17,17,806,00000072.jpg,23.228,20.519,12/10/2022,13:00 h, 100.0000,140504,458
9,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,17,17,846,00000002.jpg,24.380,21.538,12/10/2022,13:00 h, 100.0000,140504,458
