,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000010,PARTIDO MORADO,,100.000,182,182,445,00000010.jpg,1.230,1.064,12/10/2022,13:00 h, 100.0000,140901,5659
6,00000003,RENOVACION POPULAR,,100.000,182,182,972,00000003.jpg,2.687,2.324,12/10/2022,13:00 h, 100.0000,140901,5659
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,182,182,1625,00000007.jpg,4.493,3.885,12/10/2022,13:00 h, 100.0000,140901,5659
3,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,182,182,1657,00000011.jpg,4.581,3.962,12/10/2022,13:00 h, 100.0000,140901,5659
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,182,182,1933,00000004.jpg,5.345,4.621,12/10/2022,13:00 h, 100.0000,140901,5659
4,00000001,ACCION POPULAR,,100.000,182,182,2360,00000001.jpg,6.525,5.642,12/10/2022,13:00 h, 100.0000,140901,5659
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,182,182,3102,00000073.jpg,8.577,7.416,12/10/2022,13:00 h, 100.0000,140901,5659
5,00000009,PODEMOS PERU,,100.000,182,182,3497,00000009.jpg,9.669,8.361,12/10/2022,13:00 h, 100.0000,140901,5659
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,182,182,4285,00000002.jpg,11.847,10.245,12/10/2022,13:00 h, 100.0000,140901,5659
0,00000072,PATRIA JOVEN,,100.000,182,182,5414,00000072.jpg,14.969,12.944,12/10/2022,13:00 h, 100.0000,140901,5659
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,182,182,10878,00000074.jpg,30.076,26.007,12/10/2022,13:00 h, 100.0000,140901,5659
