,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,103,103,169,00000008.jpg,0.796,0.688,12/10/2022,13:00 h,  99.0385,120104,3333
3,00000066,NUEVA LIBERTAD,,100.000,103,103,313,00000066.jpg,1.475,1.275,12/10/2022,13:00 h,  99.0385,120104,3333
5,00000006,FUERZA POPULAR,,100.000,103,103,322,00000006.jpg,1.517,1.311,12/10/2022,13:00 h,  99.0385,120104,3333
2,00000067,SUMATE,,100.000,103,103,485,00000067.jpg,2.286,1.975,12/10/2022,13:00 h,  99.0385,120104,3333
8,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,103,103,495,00000007.jpg,2.333,2.016,12/10/2022,13:00 h,  99.0385,120104,3333
0,00000068,MOVIMIENTO REGIONAL FORTALEZA PERU,,100.000,103,103,601,00000068.jpg,2.832,2.448,12/10/2022,13:00 h,  99.0385,120104,3333
6,00000003,RENOVACION POPULAR,,100.000,103,103,813,00000003.jpg,3.831,3.311,12/10/2022,13:00 h,  99.0385,120104,3333
4,00000011,PARTIDO FRENTE DE LA ESPERANZA 2021,,100.000,103,103,1384,00000011.jpg,6.522,5.637,12/10/2022,13:00 h,  99.0385,120104,3333
7,00000004,ALIANZA PARA EL PROGRESO,,100.000,103,103,3448,00000004.jpg,16.249,14.043,12/10/2022,13:00 h,  99.0385,120104,3333
1,00000069,MOVIMIENTO REGIONAL TRABAJO MAS TRABAJO,,100.000,103,103,3908,00000069.jpg,18.417,15.917,12/10/2022,13:00 h,  99.0385,120104,3333
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,103,103,9282,00000002.jpg,43.742,37.804,12/10/2022,13:00 h,  99.0385,120104,3333
