,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo
0,00000072,PATRIA JOVEN,,100.000,3,3,207,00000072.jpg,36.063,32.193,10/10/2022,10:52 h, 100.0000,140812
1,00000074,MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA,,100.000,3,3,77,00000074.jpg,13.415,11.975,10/10/2022,10:52 h, 100.0000,140812
2,00000073,CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA,,100.000,3,3,180,00000073.jpg,31.359,27.994,10/10/2022,10:52 h, 100.0000,140812
3,00000005,JUNTOS POR EL PERU,,100.000,3,3,1,00000005.jpg,0.174,0.156,10/10/2022,10:52 h, 100.0000,140812
4,00000006,FUERZA POPULAR,,100.000,3,3,4,00000006.jpg,0.697,0.622,10/10/2022,10:52 h, 100.0000,140812
5,00000001,ACCION POPULAR,,100.000,3,3,70,00000001.jpg,12.195,10.886,10/10/2022,10:52 h, 100.0000,140812
6,00000009,PODEMOS PERU,,100.000,3,3,2,00000009.jpg,0.348,0.311,10/10/2022,10:52 h, 100.0000,140812
7,00000003,RENOVACION POPULAR,,100.000,3,3,1,00000003.jpg,0.174,0.156,10/10/2022,10:52 h, 100.0000,140812
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,3,3,19,00000004.jpg,3.310,2.955,10/10/2022,10:52 h, 100.0000,140812
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,3,3,1,00000007.jpg,0.174,0.156,10/10/2022,10:52 h, 100.0000,140812
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,3,3,9,00000008.jpg,1.568,1.400,10/10/2022,10:52 h, 100.0000,140812
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,3,3,3,00000002.jpg,0.523,0.467,10/10/2022,10:52 h, 100.0000,140812
