,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
6,00000009,PODEMOS PERU,,100.000,5,5,2,00000009.jpg,0.290,0.233,12/10/2022,12:30 h, 100.0000,020109,168
7,00000003,RENOVACION POPULAR,,100.000,5,5,4,00000003.jpg,0.580,0.466,12/10/2022,12:30 h, 100.0000,020109,168
5,00000001,ACCION POPULAR,,100.000,5,5,5,00000001.jpg,0.725,0.583,12/10/2022,12:30 h, 100.0000,020109,168
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,5,5,7,00000007.jpg,1.014,0.816,12/10/2022,12:30 h, 100.0000,020109,168
4,00000005,JUNTOS POR EL PERU,,100.000,5,5,24,00000005.jpg,3.478,2.797,12/10/2022,12:30 h, 100.0000,020109,168
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,5,5,32,00000004.jpg,4.638,3.730,12/10/2022,12:30 h, 100.0000,020109,168
10,00000008,PARTIDO POLITICO NACIONAL PERU LIBRE,,100.000,5,5,68,00000008.jpg,9.855,7.925,12/10/2022,12:30 h, 100.0000,020109,168
1,00000019,SOCIOS POR ANCASH,,100.000,5,5,83,00000019.jpg,12.029,9.674,12/10/2022,12:30 h, 100.0000,020109,168
0,00000020,MOVIMIENTO REGIONAL EL MAICITO,,100.000,5,5,145,00000020.jpg,21.014,16.900,12/10/2022,12:30 h, 100.0000,020109,168
3,00000021,ALIANZA GOBIERNO UNIDAD Y ACCION - AGUA,,100.000,5,5,154,00000021.jpg,22.319,17.949,12/10/2022,12:30 h, 100.0000,020109,168
2,00000018,MOVIMIENTO ACCION NACIONALISTA PERUANO,,100.000,5,5,166,00000018.jpg,24.058,19.347,12/10/2022,12:30 h, 100.0000,020109,168
