,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,67,67,30,00000007.jpg,0.238,0.181,12/10/2022,13:00 h, 100.0000,190606,3995
7,00000003,RENOVACION POPULAR,,100.000,67,67,31,00000003.jpg,0.246,0.187,12/10/2022,13:00 h, 100.0000,190606,3995
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,67,67,413,00000004.jpg,3.274,2.487,12/10/2022,13:00 h, 100.0000,190606,3995
0,00000099,PIURA RENACE,,100.000,67,67,540,00000099.jpg,4.281,3.251,12/10/2022,13:00 h, 100.0000,190606,3995
10,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,67,67,842,00000002.jpg,6.675,5.070,12/10/2022,13:00 h, 100.0000,190606,3995
4,00000096,CONTIGO REGION,,100.000,67,67,898,00000096.jpg,7.119,5.407,12/10/2022,13:00 h, 100.0000,190606,3995
1,00000098,ORGANIZACION POLITICA UNIDAD REGIONAL,,100.000,67,67,1315,00000098.jpg,10.425,7.917,12/10/2022,13:00 h, 100.0000,190606,3995
3,00000097,REGION PARA TODOS,,100.000,67,67,1437,00000097.jpg,11.392,8.652,12/10/2022,13:00 h, 100.0000,190606,3995
6,00000009,PODEMOS PERU,,100.000,67,67,1850,00000009.jpg,14.666,11.139,12/10/2022,13:00 h, 100.0000,190606,3995
5,00000006,FUERZA POPULAR,,100.000,67,67,2066,00000006.jpg,16.379,12.439,12/10/2022,13:00 h, 100.0000,190606,3995
2,00000095,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,,100.000,67,67,3192,00000095.jpg,25.305,19.218,12/10/2022,13:00 h, 100.0000,190606,3995
