,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,nulos_y_blancos
5,00000141,PARTIDO PATRIOTICO DEL PERU,,100.000,189,189,440,00000141.jpg,1.292,1.022,12/10/2022,16:00 h,  98.9529,240105,8993
8,00000004,ALIANZA PARA EL PROGRESO,,100.000,189,189,560,00000004.jpg,1.644,1.301,12/10/2022,16:00 h,  98.9529,240105,8993
3,00000041,FUERZA CALLAO SEGURO,,100.000,189,189,702,00000041.jpg,2.061,1.631,12/10/2022,16:00 h,  98.9529,240105,8993
10,00000010,PARTIDO MORADO,,100.000,189,189,1163,00000010.jpg,3.415,2.702,12/10/2022,16:00 h,  98.9529,240105,8993
2,00000046,MOVIMIENTO REGIONAL SOMOS CALLAO,,100.000,189,189,1350,00000046.jpg,3.964,3.136,12/10/2022,16:00 h,  98.9529,240105,8993
1,00000045,POR TI CALLAO,,100.000,189,189,2533,00000045.jpg,7.438,5.884,12/10/2022,16:00 h,  98.9529,240105,8993
6,00000009,PODEMOS PERU,,100.000,189,189,2891,00000009.jpg,8.489,6.716,12/10/2022,16:00 h,  98.9529,240105,8993
11,00000002,PARTIDO DEMOCRATICO SOMOS PERU,,100.000,189,189,3121,00000002.jpg,9.165,7.250,12/10/2022,16:00 h,  98.9529,240105,8993
7,00000003,RENOVACION POPULAR,,100.000,189,189,4526,00000003.jpg,13.290,10.514,12/10/2022,16:00 h,  98.9529,240105,8993
4,00000042,MOVIMIENTO REGIONAL VIVA EL CALLAO,,100.000,189,189,4716,00000042.jpg,13.848,10.955,12/10/2022,16:00 h,  98.9529,240105,8993
9,00000007,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,,100.000,189,189,5348,00000007.jpg,15.704,12.423,12/10/2022,16:00 h,  98.9529,240105,8993
0,00000043,CONTIGO CALLAO,,100.000,189,189,6705,00000043.jpg,19.689,15.576,12/10/2022,16:00 h,  98.9529,240105,8993
